entity,label,definition,variables,parent_label,parent_IRI
http://purl.obolibrary.org/obo/EUPATH_0041102,Skin,"Assessed at all scheduled visits, unscheduled visits, and convalescent visits. Only assessed during the 1st phase of data collection.",126plate021::skinderm; 126plate301::skinderm; 126plate400::skinderm; 126plate002::skinderm; 126plate311::skinderm; 126plate051::skinderm; 126plate411::skinderm; 126plate032::skinderm; 126plate090::skinderm; 126plate035::skinderm,Condition history,http://purl.obolibrary.org/obo/EUPATH_0041006
http://purl.obolibrary.org/obo/EUPATH_0041103,Skin,"Assessed at all scheduled visits, unscheduled visits, and convalescent visits.",226plate041::skinderm; 226plate051::skinderm; 226plate200::skinderm; 126plate411::skindermongoing; 126plate400::skindermongoing; 126plate090::skindermongoing; 226plate011::skinderm; 227plate004::mhoccur.7; 226plate210::skinderm; 226plate021::skinderm; 226plate220::skinderm; 226plate101::skinderm; 126plate035::skindermongoing; 226plate111::skinderm; 126plate311::skindermongoing; 226plate081::skinderm; 126plate032::ongoingcheck; 226plate003::skinderm; 126plate021::skindermongoing; 226plate031::skinderm; 126plate051::skindermongoing; 126plate301::skindermongoing; 226plate151::skinderm,Condition ongoing,http://purl.obolibrary.org/obo/EUPATH_0041007
http://purl.obolibrary.org/obo/EUPATH_0041104,Endocrine,"Assessed at all scheduled visits, unscheduled visits, and convalescent visits. Only assessed during the 1st phase of data collection.",126plate052::endmetab; 126plate412::endmetab; 126plate022::endmetab; 126plate302::endmetab; 126plate401::endmetab; 126plate002::endmetab; 126plate036::endmetab; 126plate312::endmetab; 126plate091::endmetab; 126plate032::endmetab,Condition history,http://purl.obolibrary.org/obo/EUPATH_0041006
http://purl.obolibrary.org/obo/EUPATH_0041105,Endocrine,"Assessed at all scheduled visits, unscheduled visits, and convalescent visits.",226plate151::endmetab; 126plate312::endmetabongoing; 226plate041::endmetab; 126plate052::endmetabongoing; 226plate021::endmetab; 227plate004::mhoccur.10; 226plate210::endmetab; 226plate101::endmetab; 126plate036::endmetabongoing; 126plate091::endmetabongoing; 226plate003::endmetab; 126plate401::endmetabongoing; 226plate111::endmetab; 226plate031::endmetab; 226plate011::endmetab; 226plate051::endmetab; 126plate032::endmetabongoing; 126plate022::endmetabongoing; 226plate081::endmetab; 226plate200::endmetab; 126plate412::endmetabongoing; 226plate220::endmetab; 126plate302::endmetabongoing,Condition ongoing,http://purl.obolibrary.org/obo/EUPATH_0041007
http://purl.obolibrary.org/obo/EUPATH_0041106,Everyone,"Assessed at the scheduled visits of phase 2 enrollment, Apr-May 2013 survey, Dec 2013-Jan 2014 survey, Apr-May 2014 survey, and Dec 2014-Jan 2015 survey.",226plate005::outsideall; 226plate043::outsideall; 226plate053::outsideall; 226plate013::outsideall; 226plate083::outsideall,Sleeps outside without a bednet,http://purl.obolibrary.org/obo/EUPATH_0041002
http://purl.obolibrary.org/obo/EUPATH_0041107,Everyone,"Assessed at the scheduled visits of phase 2 enrollment, Apr-May 2013 survey, Dec 2013-Jan 2014 survey, Apr-May 2014 survey, and Dec 2014-Jan 2015 survey.",226plate013::lastnightall; 226plate083::lastnightall; 226plate053::lastnightall; 226plate043::lastnightall; 226plate005::lastnightall,Used an ITN bednet last night,http://purl.obolibrary.org/obo/EUPATH_0041003
http://purl.obolibrary.org/obo/EUPATH_0041108,Everyone,"Assessed at the scheduled visits of phase 2 enrollment, Apr-May 2013 survey, Dec 2013-Jan 2014 survey, Apr-May 2014 survey, and Dec 2014-Jan 2015 survey.",226plate005::whouseall; 226plate013::whouseall; 226plate053::whouseall; 226plate083::whouseall; 226plate043::whouseall,Uses an ITN bednet regularly,http://purl.obolibrary.org/obo/EUPATH_0041004
http://purl.obolibrary.org/obo/EUPATH_0041109,"Gastrointestinal, hepatic, spleen","Assessed at all scheduled visits, unscheduled visits, and convalescent visits. Only assessed during the 1st phase of data collection.",126plate411::gastrohep; 126plate031::gastrohep; 126plate035::gastrohep; 126plate301::gastrohep; 126plate311::gastrohep; 126plate021::gastrohep; 126plate002::gastrohep; 126plate051::gastrohep; 126plate090::gastrohep; 126plate400::gastrohep,Condition history,http://purl.obolibrary.org/obo/EUPATH_0041006
http://purl.obolibrary.org/obo/EUPATH_0041110,"Gastrointestinal, hepatic, spleen","Assessed at all scheduled visits, unscheduled visits, and convalescent visits.",226plate110::gastrohep; 126plate021::gastrohepongoing; 226plate150::gastrohep; 126plate311::gastrohepongoing; 226plate020::gastrohep; 227plate004::mhoccur.3; 226plate050::gastrohep; 226plate010::gastrohep; 226plate220::gastrohep; 226plate040::gastrohep; 126plate301::gastrohepongoing; 226plate200::gastrohep; 226plate100::gastrohep; 126plate031::gastrohepongoing; 126plate090::gastrohepongoing; 226plate210::gastrohep; 226plate080::gastrohep; 126plate411::gastrohepongoing; 126plate051::gastrohepongoing; 226plate003::gastrohep; 126plate035::gastrohepongoing; 226plate030::gastrohep; 126plate400::gastrohepongoing,Condition ongoing,http://purl.obolibrary.org/obo/EUPATH_0041007
http://purl.obolibrary.org/obo/EUPATH_0041111,General appearance,"Assessed at scheduled visits, unscheduled visits, and convalescent visits.",226plate152::genappear; 226plate102::genappear; 227plate005::peres; 226plate042::genappear; 226plate201::genappear; 126plate092::genappear; 126plate053::genappear; 226plate012::genappear; 126plate413::genappear; 226plate052::genappear; 226plate112::genappear; 226plate032::genappear; 126plate003::genappear; 226plate211::genappear; 126plate023::genappear; 126plate402::genappear; 226plate221::genappear; 226plate022::genappear; 226plate004::genappear; 126plate037::genappear; 126plate303::genappear; 126plate313::genappear; 126plate033::genappear; 226plate082::genappear,Abnormal physical exam,http://purl.obolibrary.org/obo/EUPATH_0041001
http://purl.obolibrary.org/obo/EUPATH_0041112,Genitourinary,"Assessed at all scheduled visits, unscheduled visits, and convalescent visits. Only assessed during the 1st phase of data collection.",126plate301::genitorenal; 126plate002::genitorenal; 126plate031::genitorenal; 126plate400::genitorenal; 126plate021::genitorenal; 126plate051::genitorenal; 126plate411::genitorenal; 126plate035::genitorenal; 126plate090::genitorenal; 126plate311::genitorenal,Condition history,http://purl.obolibrary.org/obo/EUPATH_0041006
http://purl.obolibrary.org/obo/EUPATH_0041113,Genitourinary,"Assessed at all scheduled visits, unscheduled visits, and convalescent visits.",226plate080::genitorenal; 226plate210::genitorenal; 126plate090::genitorenalongoing; 226plate200::genitorenal; 226plate110::genitorenal; 126plate400::genitorenalongoing; 126plate301::genitorenalongoing; 226plate020::genitorenal; 126plate021::genitorenalongoing; 226plate220::genitorenal; 226plate050::genitorenal; 126plate031::genitorenalongoing; 126plate311::genitorenalongoing; 226plate040::genitorenal; 226plate100::genitorenal; 227plate004::mhoccur.4; 226plate150::genitorenal; 126plate035::genitorenalongoing; 226plate010::genitorenal; 226plate003::genitorenal; 126plate411::genitorenalongoing; 126plate051::genitorenalongoing; 226plate030::genitorenal,Condition ongoing,http://purl.obolibrary.org/obo/EUPATH_0041007
http://purl.obolibrary.org/obo/EUPATH_0041114,"Head, ears, eyes, nose, and throat","Assessed at all scheduled visits, unscheduled visits, and convalescent visits. Only assessed during the 1st phase of data collection.",126plate035::heent; 126plate090::heent; 126plate031::heent; 126plate021::heent; 126plate400::heent; 126plate311::heent; 126plate301::heent; 126plate411::heent; 126plate051::heent; 126plate002::heent,Condition history,http://purl.obolibrary.org/obo/EUPATH_0041006
http://purl.obolibrary.org/obo/EUPATH_0041116,"Head, ears, eyes, nose, and throat","Assessed at scheduled visits, unscheduled visits, and convalescent visits.",226plate082::heent exam; 126plate053::heent exam; 126plate313::heent exam; 226plate004::heent exam; 126plate037::heent exam; 226plate052::heent exam; 226plate042::heent exam; 226plate022::heent exam; 126plate003::heent exam; 226plate102::heent exam; 126plate303::heent exam; 226plate112::heent exam; 226plate211::heent exam; 226plate152::heent exam; 226plate201::heent exam; 226plate221::heent exam; 126plate402::heent exam; 227plate005::peres.1; 226plate012::heent exam; 126plate023::heent exam; 126plate413::heent exam; 126plate092::heent exam; 126plate033::heent exam; 226plate032::heent exam,Abnormal physical exam,http://purl.obolibrary.org/obo/EUPATH_0041001
http://purl.obolibrary.org/obo/EUPATH_0041117,Respiratory,"Assessed at all scheduled visits, unscheduled visits, and convalescent visits. Only assessed during the 1st phase of data collection.",126plate400::pulresp; 126plate035::pulresp; 126plate051::pulresp; 126plate311::pulresp; 126plate411::pulresp; 126plate002::pulresp; 126plate031::pulresp; 126plate090::pulresp; 126plate301::pulresp; 126plate021::pulresp,Condition history,http://purl.obolibrary.org/obo/EUPATH_0041006
http://purl.obolibrary.org/obo/EUPATH_0041118,"Head, ears, eyes, nose, and throat","Assessed at all scheduled visits, unscheduled visits, and convalescent visits.",226plate030::heent; 226plate100::heent; 126plate400::heentongoing; 226plate200::heent; 126plate021::heentongoing; 226plate050::heent; 126plate031::heentongoing; 126plate035::heentongoing; 226plate003::heent; 226plate210::heent; 226plate220::heent; 126plate051::heentongoing; 227plate004::mhoccur; 226plate040::heent; 226plate150::heent; 126plate411::heentongoing; 226plate010::heent; 126plate090::heentongoing; 126plate311::heentongoing; 226plate110::heent; 226plate080::heent; 126plate301::heentongoing; 226plate020::heent,Condition ongoing,http://purl.obolibrary.org/obo/EUPATH_0041007
http://purl.obolibrary.org/obo/EUPATH_0041119,"Hematological, lymphatic","Assessed at all scheduled visits, unscheduled visits, and convalescent visits. Only assessed during the 1st phase of data collection.",126plate412::hemlymph; 126plate052::hemlymph; 126plate302::hemlymph; 126plate032::hemlymph; 126plate036::hemlymph; 126plate401::hemlymph; 126plate022::hemlymph; 126plate091::hemlymph; 126plate002::hemlymph; 126plate312::hemlymph,Condition history,http://purl.obolibrary.org/obo/EUPATH_0041006
http://purl.obolibrary.org/obo/EUPATH_0041120,"Hematological, lymphatic","Assessed at all scheduled visits, unscheduled visits, and convalescent visits.",226plate210::hemlymph; 226plate003::hemlymph; 226plate220::hemlymph; 226plate111::hemlymph; 226plate051::hemlymph; 126plate412::hemlymphongoing; 226plate081::hemlymph; 226plate021::hemlymph; 126plate312::hemlymphongoing; 227plate004::mhoccur.9; 126plate302::hemlymphongoing; 126plate091::hemlymphongoing; 126plate036::hemlymphongoing; 126plate022::hemlymphongoing; 126plate032::hemlymphongoing; 226plate031::hemlymph; 126plate052::hemlymphongoing; 226plate011::hemlymph; 226plate200::hemlymph; 226plate041::hemlymph; 126plate401::hemlymphongoing; 226plate101::hemlymph; 226plate151::hemlymph,Condition ongoing,http://purl.obolibrary.org/obo/EUPATH_0041007
http://purl.obolibrary.org/obo/EUPATH_0041121,Immunosuppressants,Only collected in the 2nd and 3rd phases of data collection.,226plate052::last30immuno; 227plate005::peres2.2; 226plate004::last30immuno; 226plate012::last30immuno,Medications in last 30 days,http://purl.obolibrary.org/obo/EUPATH_0041005
http://purl.obolibrary.org/obo/EUPATH_0041122,Infants and children (<4),"Assessed at the scheduled visits of phase 2 enrollment, Apr-May 2013 survey, Dec 2013-Jan 2014 survey, Apr-May 2014 survey, and Dec 2014-Jan 2015 survey.",226plate083::outsideinfants; 226plate013::outsideinfants; 226plate043::outsideinfants; 226plate005::outsideinfants; 226plate053::outsideinfants,Sleeps outside without a bednet,http://purl.obolibrary.org/obo/EUPATH_0041002
http://purl.obolibrary.org/obo/EUPATH_0041123,Infants and children (<4),"Assessed at the scheduled visits of phase 2 enrollment, Apr-May 2013 survey, Dec 2013-Jan 2014 survey, Apr-May 2014 survey, and Dec 2014-Jan 2015 survey.",226plate013::lastnightinfants; 226plate083::lastnightinfants; 226plate043::lastnightinfants; 226plate053::lastnightinfants; 226plate005::lastnightinfants,Used an ITN bednet last night,http://purl.obolibrary.org/obo/EUPATH_0041003
http://purl.obolibrary.org/obo/EUPATH_0041124,Infants and children (<4),"Assessed at the scheduled visits of phase 2 enrollment, Apr-May 2013 survey, Dec 2013-Jan 2014 survey, Apr-May 2014 survey, and Dec 2014-Jan 2015 survey.",226plate043::whouseinfants; 226plate013::whouseinfants; 226plate005::whouseinfants; 226plate083::whouseinfants; 226plate053::whouseinfants,Uses an ITN bednet regularly,http://purl.obolibrary.org/obo/EUPATH_0041004
http://purl.obolibrary.org/obo/EUPATH_0041125,Musculoskeletal,"Assessed at all scheduled visits, unscheduled visits, and convalescent visits. Only assessed during the 1st phase of data collection.",126plate091::musc; 126plate032::musc; 126plate002::musc; 126plate022::musc; 126plate312::musc; 126plate052::musc; 126plate302::musc; 126plate412::musc; 126plate401::musc; 126plate036::musc,Condition history,http://purl.obolibrary.org/obo/EUPATH_0041006
http://purl.obolibrary.org/obo/EUPATH_0041126,Musculoskeletal,"Assessed at all scheduled visits, unscheduled visits, and convalescent visits.",226plate021::musc; 226plate011::musc; 126plate032::muscongoing; 126plate312::muscongoing; 126plate052::muscongoing; 226plate151::musc; 226plate210::musc; 226plate111::musc; 126plate302::muscongoing; 226plate220::musc; 126plate412::muscongoing; 126plate091::muscongoing; 126plate022::muscongoing; 226plate200::musc; 226plate101::musc; 126plate036::muscongoing; 126plate401::muscongoing; 227plate004::mhoccur.8; 226plate031::musc; 226plate081::musc; 226plate003::musc; 226plate041::musc; 226plate051::musc,Condition ongoing,http://purl.obolibrary.org/obo/EUPATH_0041007
http://purl.obolibrary.org/obo/EUPATH_0041127,Neurological,"Assessed at all scheduled visits, unscheduled visits, and convalescent visits. Only assessed during the 1st phase of data collection.",126plate412::neuro; 126plate002::neuro; 126plate312::neuro; 126plate022::neuro; 126plate052::neuro; 126plate091::neuro; 126plate032::neuro; 126plate302::neuro; 126plate401::neuro; 126plate036::neuro,Condition history,http://purl.obolibrary.org/obo/EUPATH_0041006
http://purl.obolibrary.org/obo/EUPATH_0041128,Neurological,"Assessed at all scheduled visits, unscheduled visits, and convalescent visits.",226plate111::neuro; 126plate036::neuroongoing; 226plate051::neuro; 126plate401::neuroongoing; 126plate091::neuroongoing; 227plate004::mhoccur.11; 226plate021::neuro; 126plate302::neuroongoing; 226plate200::neuro; 126plate032::neuroongoing; 126plate052::neuroongoing; 226plate101::neuro; 226plate220::neuro; 126plate412::neuroongoing; 226plate011::neuro; 126plate022::neuroongoing; 226plate151::neuro; 126plate312::neuroongoing; 226plate210::neuro; 226plate031::neuro; 226plate041::neuro; 226plate081::neuro; 226plate003::neuro,Condition ongoing,http://purl.obolibrary.org/obo/EUPATH_0041007
http://purl.obolibrary.org/obo/EUPATH_0041129,No one,"Assessed at the scheduled visits of phase 2 enrollment, Apr-May 2013 survey, Dec 2013-Jan 2014 survey, Apr-May 2014 survey, and Dec 2014-Jan 2015 survey.",226plate013::outsidenone; 226plate053::outsidenone; 226plate005::outsidenone; 226plate043::outsidenone; 226plate083::outsidenone,Sleeps outside without a bednet,http://purl.obolibrary.org/obo/EUPATH_0041002
http://purl.obolibrary.org/obo/EUPATH_0041130,No one,"Assessed at the scheduled visits of phase 2 enrollment, Apr-May 2013 survey, Dec 2013-Jan 2014 survey, Apr-May 2014 survey, and Dec 2014-Jan 2015 survey.",226plate083::lastnightnone; 226plate043::lastnightnone; 226plate053::lastnightnone; 226plate005::lastnightnone; 226plate013::lastnightnone,Used an ITN bednet last night,http://purl.obolibrary.org/obo/EUPATH_0041003
http://purl.obolibrary.org/obo/EUPATH_0041132,No one,"Assessed at the scheduled visits of phase 2 enrollment, Apr-May 2013 survey, Dec 2013-Jan 2014 survey, Apr-May 2014 survey, and Dec 2014-Jan 2015 survey.",226plate005::whousenone; 226plate043::whousenone; 226plate053::whousenone; 226plate013::whousenone; 226plate083::whousenone,Uses an ITN bednet regularly,http://purl.obolibrary.org/obo/EUPATH_0041004
http://purl.obolibrary.org/obo/EUPATH_0041133,Not applicable,Only collected in the 2nd and 3rd phases of data collection.,226plate004::last30na; 226plate012::last30na; 226plate052::last30na; 227plate005::peres2.3,Medications in last 30 days,http://purl.obolibrary.org/obo/EUPATH_0041005
http://purl.obolibrary.org/obo/EUPATH_0041134,Older children (4-17),"Assessed at the scheduled visits of phase 2 enrollment, Apr-May 2013 survey, Dec 2013-Jan 2014 survey, Apr-May 2014 survey, and Dec 2014-Jan 2015 survey.",226plate083::outsideoldchild; 226plate013::outsideoldchild; 226plate043::outsideoldchild; 226plate053::outsideoldchild; 226plate005::outsideoldchild,Sleeps outside without a bednet,http://purl.obolibrary.org/obo/EUPATH_0041002
http://purl.obolibrary.org/obo/EUPATH_0041135,Older children (4-17),"Assessed at the scheduled visits of phase 2 enrollment, Apr-May 2013 survey, Dec 2013-Jan 2014 survey, Apr-May 2014 survey, and Dec 2014-Jan 2015 survey.",226plate043::lastnightoldchild; 226plate083::lastnightoldchild; 226plate053::lastnightoldchild; 226plate013::lastnightoldchild; 226plate005::lastnightoldchild,Used an ITN bednet last night,http://purl.obolibrary.org/obo/EUPATH_0041003
http://purl.obolibrary.org/obo/EUPATH_0041136,Older children (4-17),"Assessed at the scheduled visits of phase 2 enrollment, Apr-May 2013 survey, Dec 2013-Jan 2014 survey, Apr-May 2014 survey, and Dec 2014-Jan 2015 survey.",226plate043::whouseoldchild; 226plate013::whouseoldchild; 226plate083::whouseoldchild; 226plate005::whouseoldchild; 226plate053::whouseoldchild,Uses an ITN bednet regularly,http://purl.obolibrary.org/obo/EUPATH_0041004
http://purl.obolibrary.org/obo/EUPATH_0041137,Other,"Assessed at scheduled visits, unscheduled visits, and convalescent visits.",226plate152::other exam; 226plate032::other exam; 126plate092::other exam; 126plate037::other exam; 126plate402::other exam; 226plate052::other exam; 226plate221::other exam; 226plate112::other exam; 226plate211::other exam; 126plate003::other exam; 126plate033::other exam; 226plate022::other exam; 126plate023::other exam; 226plate082::other exam; 126plate313::other exam; 126plate053::other exam; 126plate413::other exam; 226plate012::other exam; 226plate201::other exam; 126plate303::other exam; 226plate102::other exam; 226plate042::other exam; 226plate004::other exam; 227plate005::peres.5,Abnormal physical exam,http://purl.obolibrary.org/obo/EUPATH_0041001
http://purl.obolibrary.org/obo/EUPATH_0041138,Other,"Assessed at all scheduled visits, unscheduled visits, and convalescent visits. Only assessed during the 1st phase of data collection.",126plate412::otherhx; 126plate052::otherhx; 126plate401::otherhx; 126plate302::otherhx; 126plate091::otherhx; 126plate032::otherhx; 126plate312::otherhx; 126plate022::otherhx; 126plate036::otherhx; 126plate002::otherhx,Condition history,http://purl.obolibrary.org/obo/EUPATH_0041006
http://purl.obolibrary.org/obo/EUPATH_0041139,Other condition,"Assessed at all scheduled visits, unscheduled visits, and convalescent visits.",227plate004::mhoccur.13; 226plate200::otherhx; 226plate081::otherhx; 126plate401::otherhxongoing; 126plate412::otherhxongoing.1; 226plate220::otherhx; 126plate412::otherhxongoing; 226plate011::otherhx; 126plate036::otherhxongoing; 226plate210::otherhx; 126plate032::otherhxongoing; 126plate302::otherhxongoing; 126plate036::otherhxongoing.1; 126plate091::otherhxongoing.1; 126plate052::otherhxongoing; 226plate041::otherhx; 226plate021::otherhx; 126plate312::otherhxongoing; 126plate091::otherhxongoing; 226plate101::otherhx; 226plate151::otherhx; 126plate032::otherhxongoing.1; 226plate051::otherhx; 226plate111::otherhx; 226plate031::otherhx; 226plate003::otherhx; 126plate312::otherhxongoing.1; 126plate022::otherhxongoing,Condition ongoing,http://purl.obolibrary.org/obo/EUPATH_0041007
http://purl.obolibrary.org/obo/EUPATH_0041140,Psychological condition start date,"A start and end date were only collected during the first phase of the study. For partial dates where the month and year are known, a day has been assigned. For dates where only the year is known, a day in late June or early July of that year has been ass",126plate002::psych st dt,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0041141,Other symptom type,Only assessed at home visits during the 1st phase of data collection.,126plate300::othspec.1; 126plate300::othspec,Signs and symptoms; Signs and Symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
http://purl.obolibrary.org/obo/EUPATH_0041142,Psychological,"Assessed at all scheduled visits, unscheduled visits, and convalescent visits.",226plate011::psych; 126plate022::psychongoing; 226plate051::psych; 126plate401::psychongoing; 226plate003::psych; 226plate220::psych; 226plate081::psych; 126plate302::psychongoing; 226plate111::psych; 126plate032::psychongoing; 126plate036::psychongoing; 226plate101::psych; 126plate312::psychongoing; 226plate151::psych; 126plate052::psychongoing; 227plate004::mhoccur.12; 126plate091::psychongoing; 226plate041::psych; 226plate210::psych; 126plate412::psychongoing; 226plate021::psych; 226plate200::psych; 226plate031::psych,Condition ongoing,http://purl.obolibrary.org/obo/EUPATH_0041007
http://purl.obolibrary.org/obo/EUPATH_0041143,Pulmonary,"Assessed at scheduled visits, unscheduled visits, and convalescent visits.",226plate211::pulm exam; 126plate023::pulm exam; 226plate112::pulm exam; 226plate042::pulm exam; 226plate012::pulm exam; 126plate313::pulm exam; 126plate037::pulm exam; 126plate053::pulm exam; 126plate303::pulm exam; 226plate022::pulm exam; 126plate033::pulm exam; 126plate003::pulm exam; 226plate032::pulm exam; 227plate005::peres.2; 226plate201::pulm exam; 226plate102::pulm exam; 226plate052::pulm exam; 126plate413::pulm exam; 126plate092::pulm exam; 226plate152::pulm exam; 226plate004::pulm exam; 226plate221::pulm exam; 126plate402::pulm exam; 226plate082::pulm exam,Abnormal physical exam,http://purl.obolibrary.org/obo/EUPATH_0041001
http://purl.obolibrary.org/obo/EUPATH_0041144,"Microtainer sample, 2",Only collected in 3rd phase of data collection. 200 uL of blood collected for future testing.,227plate007::lbperf5,Blood sample; Blood,http://purl.obolibrary.org/obo/OBI_0000655
http://purl.obolibrary.org/obo/EUPATH_0041145,Respiratory,"Assessed at all scheduled visits, unscheduled visits, and convalescent visits.",226plate200::pulresp; 126plate035::pulrespongoing; 126plate301::pulrespongoing; 126plate031::pulrespongoing; 226plate040::pulresp; 226plate150::pulresp; 126plate411::pulrespongoing; 126plate090::pulrespongoing; 226plate010::pulresp; 226plate030::pulresp; 126plate021::pulrespongoing; 226plate100::pulresp; 226plate110::pulresp; 226plate003::pulresp; 226plate020::pulresp; 227plate004::mhoccur.1; 126plate051::pulrespongoing; 226plate220::pulresp; 126plate400::pulrespongoing; 126plate311::pulrespongoing; 226plate080::pulresp; 226plate210::pulresp; 226plate050::pulresp,Condition ongoing,http://purl.obolibrary.org/obo/EUPATH_0041007
http://purl.obolibrary.org/obo/EUPATH_0041146,Unknown,"Assessed at the scheduled visits of phase 2 enrollment, Apr-May 2013 survey, Dec 2013-Jan 2014 survey, Apr-May 2014 survey, and Dec 2014-Jan 2015 survey.",226plate083::outsideunk; 226plate013::outsideunk; 226plate043::outsideunk; 226plate053::outsideunk; 226plate005::outsideunk,Sleeps outside without a bednet,http://purl.obolibrary.org/obo/EUPATH_0041002
http://purl.obolibrary.org/obo/EUPATH_0041147,Unknown,"Assessed at the scheduled visits of phase 2 enrollment, Apr-May 2013 survey, Dec 2013-Jan 2014 survey, Apr-May 2014 survey, and Dec 2014-Jan 2015 survey.",226plate013::lastnightunk; 226plate005::lastnightunk; 226plate043::lastnightunk; 226plate083::lastnightunk; 226plate053::lastnightunk,Used an ITN bednet last night,http://purl.obolibrary.org/obo/EUPATH_0041003
http://purl.obolibrary.org/obo/EUPATH_0041148,Unknown,"Assessed at the scheduled visits of phase 2 enrollment, Apr-May 2013 survey, Dec 2013-Jan 2014 survey, Apr-May 2014 survey, and Dec 2014-Jan 2015 survey.",226plate053::whouseunknown; 226plate083::whouseunknown; 226plate013::whouseunknown; 226plate005::whouseunknown; 226plate043::whouseunknown,Uses an ITN bednet regularly,http://purl.obolibrary.org/obo/EUPATH_0041004
http://purl.obolibrary.org/obo/EUPATH_0041149,Other reason for withdrawal,,227plate499::dsterm,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307
http://purl.obolibrary.org/obo/EUPATH_0041151,Concomitant medications,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738
http://purl.obolibrary.org/obo/EUPATH_0041152,Adverse event duration (hr),,227plate300::durationhr; 226plate300::aedurhr; 126plate200::aedurhr,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001
http://purl.obolibrary.org/obo/EUPATH_0041153,Adverse event duration (min),,226plate300::aedurmin; 126plate200::aedurmin; 227plate300::durationmin,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001
http://purl.obolibrary.org/obo/EUPATH_0041154,Adverse event end date,Collected for adverse events and severe adverse events.,227plate300::aeendat; 226plate300::aeenddt; 126plate200::aeenddt; ext bv sae st::saersdt; ext mgmt bv aed st::aeresdt,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001
http://purl.obolibrary.org/obo/EUPATH_0041155,Adverse event name,Collected for adverse events and severe adverse events.,226plate300::aename; 227plate300::aeterm; 126plate200::aename; ext mgmt bv aed st::category; ext bv sae st::saename,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001
http://purl.obolibrary.org/obo/EUPATH_0041156,Adverse event outcome,Collected for adverse events and severe adverse events.,126plate200::aeoutcome; 227plate300::aeout; 226plate300::aeoutcome; ext bv sae st::saeotc; ext mgmt bv aed st::outcome,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001
http://purl.obolibrary.org/obo/EUPATH_0041157,Adverse event severity,Collected for adverse events and severe adverse events.,126plate200::aeintensity; 226plate300::aeintensity; 227plate300::aetoxgr; ext mgmt bv aed st::severity; ext bv sae st::saegrd,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001
http://purl.obolibrary.org/obo/EUPATH_0041158,Adverse event start date,Adverse events without a known start date were given the start date of 01 January 1900.; Collected for adverse events and severe adverse events.,226plate300::aestdt; 227plate300::aestdat; 126plate200::aestdt; ext bv sae st::saerdt; ext mgmt bv aed st::aedt,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001
http://purl.obolibrary.org/obo/EUPATH_0041159,Concomitant medication dosage unit,,226plate400::conmedunit; 226plate400::conmedothunit; 126plate100::conmedothunit; 126plate100::conmedunit; 227plate350::cmdosu,Concomitant medications,http://purl.obolibrary.org/obo/EUPATH_0041151
http://purl.obolibrary.org/obo/EUPATH_0041160,Concomitant medication dose,,126plate100::conmeddose; 227plate350::cmdstxt; 226plate400::conmeddose,Concomitant medications,http://purl.obolibrary.org/obo/EUPATH_0041151
http://purl.obolibrary.org/obo/EUPATH_0041161,Concomitant medication end date,,126plate100::conmedenddt; 226plate400::conmedenddt; 227plate350::cmendat,Concomitant medications,http://purl.obolibrary.org/obo/EUPATH_0041151
http://purl.obolibrary.org/obo/EUPATH_0041162,Concomitant medication frequency,,227plate350::cmdosfrq; 126plate100::conmedfreq; 226plate400::conmedfreq,Concomitant medications,http://purl.obolibrary.org/obo/EUPATH_0041151
http://purl.obolibrary.org/obo/EUPATH_0041163,Concomitant medication indication,,227plate350::cmindc; 126plate100::conmedind; 226plate400::conmedind,Concomitant medications,http://purl.obolibrary.org/obo/EUPATH_0041151
http://purl.obolibrary.org/obo/EUPATH_0041164,Concomitant medication name,,227plate350::cmtrt; 226plate400::conmedname; 126plate100::conmedname,Concomitant medications,http://purl.obolibrary.org/obo/EUPATH_0041151
http://purl.obolibrary.org/obo/EUPATH_0041165,Concomitant medication ongoing,,126plate100::conmedongoing; 226plate400::conmedongoing; 227plate350::cmongo,Concomitant medications,http://purl.obolibrary.org/obo/EUPATH_0041151
http://purl.obolibrary.org/obo/EUPATH_0041166,Concomitant medication route of administration,,126plate100::conmedrt; 226plate400::conmedothrt; 126plate100::conmedothrt; 226plate400::conmedrt; 227plate350::cmroute,Concomitant medications,http://purl.obolibrary.org/obo/EUPATH_0041151
http://purl.obolibrary.org/obo/EUPATH_0041167,Concomitant medication start date,Concomitant medications without a known start date were given the start date of 01 January 1900.,226plate400::conmedstdt; 227plate350::cmstdat; 126plate100::conmedstdt,Concomitant medications,http://purl.obolibrary.org/obo/EUPATH_0041151
