IRI,label,variable,codebookDescription,codebookValues
http://purl.obolibrary.org/obo/EUPATH_0010075,Height (cm),F7_HT1 | F5_HT1 | F4B_HT1,Physical findings: 1b. Height 1st,Num
http://purl.obolibrary.org/obo/EUPATH_0010076,"Height (cm), 2nd",F7_HT2 | F4B_HT2 | F5_HT2,Physical findings: 1b. Height 2nd,Num
http://purl.obolibrary.org/obo/EUPATH_0010077,"Height (cm), 3rd",F7_HT3 | F5_HT3 | F4B_HT3,Physical findings: 1b. Height 3rd,Num
http://purl.obolibrary.org/obo/EUPATH_0015197,Amoxycillin,F7_MED_AMOXY,What are the medicines that the child is currently receiving? Amoxicillin,0
http://purl.obolibrary.org/obo/EUPATH_0015198,Ampicillin,F7_MED_AMPI,What are the medicines that the child is currently receiving? Ampicillin,0
http://purl.obolibrary.org/obo/EUPATH_0015205,Antimalarial,F7_MED_ANTIMAL,What are the medicines that the child is currently receiving? An antimalarial drug,0
http://purl.obolibrary.org/obo/EUPATH_0015194,Azithromycin,F7_MED_AZITH,What are the medicines that the child is currently receiving? Azithromycin,0
http://purl.obolibrary.org/obo/EUPATH_0015192,Chloramphenicol,F7_MED_CHLOR,What are the medicines that the child is currently receiving? Chloramphenicol/Thiamphenicol,0
http://purl.obolibrary.org/obo/EUPATH_0015200,Ciprofloxacin,F7_MED_CIPRO,What are the medicines that the child is currently receiving? Ciprofloxacin/Norfloxacin/other fluroquinolone,0
http://purl.obolibrary.org/obo/EUPATH_0015189,Cotrimoxazole,F7_MED_COTR,What are the medicines that the child is currently receiving? Cotrimoxazole,1
http://purl.obolibrary.org/obo/EUPATH_0015193,Erythromycin,F7_MED_ERYTH,What are the medicines that the child is currently receiving? Erythromycin,0
http://purl.obolibrary.org/obo/EUPATH_0015191,Gentamycin,F7_MED_GENT,What are the medicines that the child is currently receiving? Gentamycin,0
http://purl.obolibrary.org/obo/EUPATH_0015204,Homemade fluid,F7_MED_GOVFLUID,What are the medicines that the child is currently receiving? A (government recommended) homemade fluid,0
http://purl.obolibrary.org/obo/EUPATH_0010082,"Length- or height-for-age z-score, using median length or height",F7_MED_HAZ | F4B_MED_HAZ | F5_MED_HAZ,Physical findings: Length/height-for-age z-score (median ht),Num
http://purl.obolibrary.org/obo/EUPATH_0015188,Intravenous fluids,F7_MED_IV,What are the medicines that the child is currently receiving? Intravenous fluids,0
http://purl.obolibrary.org/obo/EUPATH_0015127,"MUAC-for-age z-score below -5 or above 5, using median MUAC",F7_MED_MUAC_AGEZ_F | F4B_FIND_MED_MUAC_AGEZ_F | F4B_REHYD_MED_MUAC_AGEZ_F | F4B_OUT_MED_MUAC_AGEZ_F | F5_MED_MUAC_AGEZ_F | F4B_LAST_MED_MUAC_AGEZ_F | F4B_MED_MUAC_AGEZ_F,Outcome if addl Rehyd Need: Flag for median _ZAC<-5 or _ZAC>5 | 4 hrs after: Flag for median _ZAC<-5 or _ZAC>5 | Last median MUAC for Age Z-Score Flag | Outcome when Leaving: Flag for median _ZAC<-5 or _ZAC>5 | Physical findings: Flag for _ZAC<-5 or _ZAC>5 (median ac),0
http://purl.obolibrary.org/obo/EUPATH_0015199,Nalidixic acid,F7_MED_NALID,What are the medicines that the child is currently receiving? Nalidixic acid,0
http://purl.obolibrary.org/obo/EUPATH_0015190,Normal food withheld,F7_MED_NOFOOD,What are the medicines that the child is currently receiving? Normal food withheld for >= 1 day,0
http://purl.obolibrary.org/obo/EUPATH_0015209,Not currently receiving medication,F7_MED_NONE,What are the medicines that the child is currently receiving? Nothing.,0
http://purl.obolibrary.org/obo/EUPATH_0015195,Other macrolides,F7_MED_OMACR,What are the medicines that the child is currently receiving? Other macrolides,0
http://purl.obolibrary.org/obo/EUPATH_0010154,Prescription available for current medication,F7_MED_ONGOING,"If yes, child currently receiving any medicine, is a bottle or table strip or prescription available for ongoing treatment?",0
http://purl.obolibrary.org/obo/EUPATH_0015187,ORS,F7_MED_ORS,What are the medicines that the child is currently receiving? ORS,0
http://purl.obolibrary.org/obo/EUPATH_0015206,Other medicine,F7_MED_OTHER3 | F7_MED_OTHER2 | F7_MED_OTHER1,What are the medicines that the child is currently receiving? Other medicine (1)? | What are the medicines that the child is currently receiving? Other medicine (3)? | What are the medicines that the child is currently receiving? Other medicine (2)?,0
http://purl.obolibrary.org/obo/EUPATH_0015202,Other antibiotic,F7_MED_OTHERANT,What are the medicines that the child is currently receiving? Other anitibiotic,0
http://purl.obolibrary.org/obo/EUPATH_0015196,Penicillin,F7_MED_PENI,What are the medicines that the child is currently receiving? Penicillin,0
http://purl.obolibrary.org/obo/EUPATH_0015201,Selexid,F7_MED_SELE,What are the medicines that the child is currently receiving? Selexid/Pivmecillinam,0
http://purl.obolibrary.org/obo/EUPATH_0015203,Zinc,F7_MED_ZINC,What are the medicines that the child is currently receiving? Zinc,0
http://purl.obolibrary.org/obo/EUPATH_0010127,Mother's residence,F7_MOM_LIVE | F4A_MOM_LIVE,Where does Child's mother live?,1
http://purl.obolibrary.org/obo/EUPATH_0010099,Main drinking water source,F7_MS_WATER | F4A_MS_WATER | F5_MS_WATER,"During the last two weeks, what was the main source of drinking water for the members of your household? | During the last two weeks, what was the main source of drinking water for members of your household?",0 | 1
http://purl.obolibrary.org/obo/EUPATH_0010087,Mean MUAC (cm),F7_MUAC | F4B_LAST_MUAC | F4B_REHYD_MUAC | F4B_MUAC | F4B_OUT_MUAC | F4B_FIND_MUAC | F5_MUAC,Outcome when Leaving: Calculated mean MUAC | 4 hrs after: Calculated mean MUAC | Outcome if addl Rehyd Need: Calculated mean MUAC | Physical findings: Calculated mean MUAC | Last MUAC,Num
http://purl.obolibrary.org/obo/EUPATH_0000710,MUAC-for-age z-score,F7_MUAC_AGEZ | F4B_REHYD_MUAC_AGEZ | F4B_FIND_MUAC_AGEZ | F5_MUAC_AGEZ | F4B_MUAC_AGEZ | F4B_OUT_MUAC_AGEZ | F4B_LAST_MUAC_AGEZ,Outcome if addl Rehyd Need: Arm circumference-for-age z score | Last MUAC for Age Z-Score | Outcome when Leaving: Arm circumference-for-age z score | 4 hrs after: Arm circumference-for-age z score | Physical findings: Arm circumference-for-age z score,Num
http://purl.obolibrary.org/obo/EUPATH_0010151,Given untreated water,F7_NOTRT_WATER | F4A_NOTRT_WATER,In the last two weeks did you give Child water which was not treated?,0
http://purl.obolibrary.org/obo/EUPATH_0015465,Amount offered to drink during previous diarrheal episode,F7_OFFR_DRINK,,
http://purl.obolibrary.org/obo/EUPATH_0015466,Amount offered to eat during previous diarrheal episode,F7_OFFR_EAT,,
http://purl.obolibrary.org/obo/EUPATH_0000714,Persons sleeping in dwelling,F7_PPL_SLEEP | F4A_PPL_SLEEP,How many people have been sleeping regularly in your household for the past 6 months?,Num
http://purl.obolibrary.org/obo/EUPATH_0000720,Caregiver relationship to participant,F7_PRIMCARE | F7_PRIMCARE_SPEC | F4A_PRIMCARE,"Other primary caregiver, specify | Who is Child's Primary Caregiver?",1 | Char
http://purl.obolibrary.org/obo/CMO_0000289,Respiratory rate (breaths/min),F7_RESP1 | F4B_RESP1 | F5_RESP1,Physical findings:  1e. Respiratory rate per minute 1st,Num
http://purl.obolibrary.org/obo/EUPATH_0010157,1st choice facility code,F7_SEEK_CTR1_CODE | F4A_SEEK_CTR1_CODE,If you sought care for Child's last episode of diarrhea where did you go? Hospital/Center of first choice Code,3-digit code
http://purl.obolibrary.org/obo/EUPATH_0010163,2nd choice facility code,F7_SEEK_CTR2_CODE | F4A_SEEK_CTR2_CODE,If you sought care for Child's last episode of diarrhea where did you go? Hospital/Center of second choice Code,Num | 3-digit code
http://purl.obolibrary.org/obo/EUPATH_0010169,3rd choice facility code,F7_SEEK_CTR3_CODE | F4A_SEEK_CTR3_CODE,If you sought care for Child's last episode of diarrhea where did you go? Hospital/Center of third choice Code,Num | 3-digit code
http://purl.obolibrary.org/obo/EUPATH_0010171,3rd choice facility SHC,F7_SEEK_CTR3_SHC | F4A_SEEK_CTR3_SHC,If you sought care for Child's last episode of diarrhea where did you go? Hospital/Center of third choice SHC,0 | NA
http://purl.obolibrary.org/obo/EUPATH_0015096,Unlicensed practitioner,F7_SEEK_DOC | F4A_SEEK_DOC,"If you previously sought care for Child for this illness, where did you go? Unlicensed practitioner/village doctor/bush doctor/vilage health worker? | If you sought care for Child's last episode of diarrhea where did you go? Unlicensed practitioner/village doctor/bush doctor/village health worker",0
http://purl.obolibrary.org/obo/EUPATH_0015094,Friend or relative,F7_SEEK_FRIEND | F4A_SEEK_FRIEND,"If you previously sought care for Child for this illness, where did you go? Friend/Relative? | If you sought care for Child's last episode of diarrhea where did you go? Friend/Relative",0
http://purl.obolibrary.org/obo/EUPATH_0015093,Pharmacy,F7_SEEK_PHARM | F4A_SEEK_PHARM,"If you previously sought care for Child for this illness, where did you go? Pharmacy? | If you sought care for Child's last episode of diarrhea where did you go? Pharmacy",0
http://purl.obolibrary.org/obo/EUPATH_0015092,Seek outside care,F7_SEEKCARE | F4A_SEEK_OUTSIDE,"Before coming to this hospital/health center, did you seek care for Child outside your household for this illness? | The last time Child had diarrhea, did you seek care for him/her outside your household?",0
http://purl.obolibrary.org/obo/EUPATH_0000025,Sleeping rooms in dwelling,F7_SLP_ROOMS | F4A_SLP_ROOMS,How many rooms in your household are used for sleeping?,Num
http://purl.obolibrary.org/obo/EUPATH_0010141,Given stored water for drinking,F7_STORE_WATER | F4A_STORE_WATER,"In the last two weeks, did you give Child stored water for drinking?",0
http://purl.obolibrary.org/obo/EUPATH_0000700,Drinking water treatment method,F7_TRT_METHOD | F5_TRT_METH | F4A_TRT_METHOD,Which method do you use the most to treat drinking water at home?,0
http://purl.obolibrary.org/obo/EUPATH_0015186,Vomiting 3 or more times per day,F7_VOMIT,During the last 7 das did Child have any of the following? Vomiting 3 or more times per day.,0
http://purl.obolibrary.org/obo/EUPATH_0015055,Washes hands after handling domestic animals,F7_WASH_ANIMAL | F4A_WASH_ANIMAL,When do you usually wash your hands? After handling domestic animals?,0
http://purl.obolibrary.org/obo/EUPATH_0015054,Washes hands after defecatation,F7_WASH_DEF | F4A_WASH_DEF,When do you usually wash your hands? After you defecate?,0
http://purl.obolibrary.org/obo/EUPATH_0015051,Washes hands before eating,F7_WASH_EAT | F4A_WASH_EAT,When do you usually wash your hands? Before eating?,0
http://purl.obolibrary.org/obo/EUPATH_0015053,Washes hands before nursing or preparing baby's food,F7_WASH_NURSE | F4A_WASH_NURSE,When do you usually wash your hands? Before you nurse or prepare baby's food?,0
http://purl.obolibrary.org/obo/EUPATH_0015058,Washes hands other times,F7_WASH_OTHR | F4A_WASH_OTHR,"When do you usually wash your hands? Other, specify?",0
http://purl.obolibrary.org/obo/EUPATH_0000681,Usual hand washing,F7_WASH_USE | F4A_WASH_USE,"When you wash your hands, what do you usually use?",1
http://purl.obolibrary.org/obo/EUPATH_0000730,Water availability,F7_WATER_AVAIL | F4A_WATER_AVAIL,"In the last two weeks, how often has water been available from this main source?",1
http://purl.obolibrary.org/obo/EUPATH_0015050,Bore hole,F7_WATER_BORE | F4A_WATER_BORE,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Bore hole?",0
http://purl.obolibrary.org/obo/EUPATH_0015048,"Bought (tank, bottle, etc)",F7_WATER_BOUGHT | F4A_WATER_BOUGHT,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Bought, tank, bottles, etc?",0
http://purl.obolibrary.org/obo/EUPATH_0015036,Covered public well,F7_WATER_COVPWELL | F4A_WATER_COVPWELL,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Covered public well?",0
http://purl.obolibrary.org/obo/EUPATH_0015034,Covered well in dwelling or yard,F7_WATER_COVWELL | F4A_WATER_COVWELL,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Covered well in house or yard?",0
http://purl.obolibrary.org/obo/EUPATH_0015045,Deep tube well,F7_WATER_DEEPWELL | F4A_WATER_DEEPWELL,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Deep tube well?",0
http://purl.obolibrary.org/obo/EUPATH_0015033,Piped into dwelling,F7_WATER_HOUSE | F4A_WATER_HOUSE,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Piped into house?",0
http://purl.obolibrary.org/obo/EUPATH_0015049,Other water source,F7_WATER_OTHR | F4A_WATER_OTHR,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Other?",0
http://purl.obolibrary.org/obo/EUPATH_0015037,Public tap,F7_WATER_PUBTAP | F4A_WATER_PUBTAP,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Public tap?",0
http://purl.obolibrary.org/obo/EUPATH_0015046,Rainwater,F7_WATER_RAIN | F4A_WATER_RAIN,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? Rainwater?",0
http://purl.obolibrary.org/obo/EUPATH_0015042,River or stream,F7_WATER_RIVER | F4A_WATER_RIVER,"During the last two weeks, has your household ever obtained drinking water from any of the following sources? River or stream?",0
http://purl.obolibrary.org/obo/EUPATH_0000732,Weight (kg),F7_WEIGHT | F4B_FIND_WEIGHT | F4B_Last_weight | F7_WT | F4B_REHYD_WT | F4B_OUT_WT | F4B_REHYD_WEIGHT | F4B_FIND_WT | F5_WT | F4B_OUT_WEIGHT | F5_WEIGHT | F4B_WEIGHT,Outcome when Leaving Hosp/Health Center: Calculated Weight Child | Physical findings: Calculated Weight | Outcome 4hrs After Rehyd: Weight 4 hrs after child alone | Outcome if addl Rehyd Need: After Rehyd Weight of Child Alone 24-59m | Outcome if addl Rehyd Need: After Rehyd Calculated Weight Child | Outcome 4hrs After Rehyd: Calculated mean Weight 4 hrs after | Outcome when Leaving Hosp/Health Center:  Weight of Child Alone 24-59m | Physical findings: Weight of Child Alone 24-59 Months | Last calculated weight on form,Num
http://purl.obolibrary.org/obo/EUPATH_0015428,1st day of diarrhea in the past 2 weeks,F9_DRH_FIRST,,
http://purl.obolibrary.org/obo/EUPATH_0015433,Last day of diarrhea in the past 2 weeks,F9_DRH_LAST,,
http://purl.obolibrary.org/obo/EUPATH_0010055,Lab form status,LAB_PAIR,"Good Case-Control lab pair, enrolled, labeled and all forms",0
http://purl.obolibrary.org/obo/EUPATH_0015468,Pathogen count,numpn_GEMS1A,,
http://purl.obolibrary.org/obo/EUPATH_0010711,"ETEC LT-pos or ST-pos, by PCR",pn1,"Calculated: ETEC, any",
http://purl.obolibrary.org/obo/EUPATH_0010667,"EPEC bfpA-pos, by PCR",pn10,Calculated: Typical EPEC (tEPEC),
http://purl.obolibrary.org/obo/EUPATH_0010707,"EPEC eae-pos and bfpA-pos, by PCR",pn11,Calculated: EAE and BFPA,
http://purl.obolibrary.org/obo/EUPATH_0015285,"EPEC bfpA-pos eae-neg, by PCR",pn12,Calculated: BFPA Only,
http://purl.obolibrary.org/obo/EUPATH_0015286,"EPEC eae-pos bfpA-neg, by PCR",pn13,"Calculated: EAE positive, BFPA negative",
http://purl.obolibrary.org/obo/EUPATH_0010817,"STEC stx1-pos or stx2-pos, by PCR",pn14,Calculated: Shiga toxin,
http://purl.obolibrary.org/obo/EUPATH_0010619,"Atypical EPEC, by PCR",pn15,Calculated: Atypical EPEC (aEPEC),
http://purl.obolibrary.org/obo/EUPATH_0015298,"EHEC eae-pos and stx-pos, by PCR",pn16,"Cacluated: EHEC (EAE Positive, stx Positive)",
http://purl.obolibrary.org/obo/EUPATH_0010805,"Shigella, by bacteriology",pn17,Calculated: Shigella any,
http://purl.obolibrary.org/obo/EUPATH_0015319,"Shigella flexneri, by bacteriology",pn18,Calculated: Shigella flexneri,
http://purl.obolibrary.org/obo/EUPATH_0015323,"Shigella sonnei, by bacteriology",pn19,Calculated: Shigella sonnei,
http://purl.obolibrary.org/obo/EUPATH_0010683,"ETEC ST-pos, by PCR",pn2,Calculated: ST-Producing ETEC (ST Only or LTST),
http://purl.obolibrary.org/obo/EUPATH_0015321,"Shigella dysenteriae, by bacteriology",pn20,Calculated Shigella dysenteriae,
http://purl.obolibrary.org/obo/EUPATH_0015320,"Shigella boydii, by bacteriology",pn21,Calculated: Shigella boydii,
http://purl.obolibrary.org/obo/EUPATH_0010793,"Rotavirus, by ELISA",pn22,Calculated: Rotavirus,
http://purl.obolibrary.org/obo/EUPATH_0010603,"Aeromonas, by bacteriology",pn23,Calculated: Aeromonas,
http://purl.obolibrary.org/obo/EUPATH_0010767,"Norovirus, by RT-PCR",pn24,Calculated: Norovirus Any (GI + GII),
http://purl.obolibrary.org/obo/EUPATH_0010771,"Norovirus GI, by RT-PCR",pn25,Calculated: Norovirus GI,
http://purl.obolibrary.org/obo/EUPATH_0010775,"Norovirus GII, by RT-PCR",pn26,Calculated: Norovirus GII,
http://purl.obolibrary.org/obo/EUPATH_0015288,"Adenovirus 40/41, by ELISA",pn27,Calculated: Adenovirus 4041,
http://purl.obolibrary.org/obo/EUPATH_0015289,"Adenovirus non-40/41, by ELISA",pn28,Calculated: Adenovirus _Non4041,
http://purl.obolibrary.org/obo/EUPATH_0015290,"Vibrio cholerae O1, by bacteriology",pn29,Calculated: Vibrio cholerae 01,
http://purl.obolibrary.org/obo/EUPATH_0015282,"ETEC LT-pos and ST-pos, by PCR",pn3,Calculated: ETEC LT and ST,
http://purl.obolibrary.org/obo/EUPATH_0015293,"Vibrio cholerae O139, by bacteriology",pn32,Calculated: Vibrio cholerae 0139,
http://purl.obolibrary.org/obo/EUPATH_0015294,"Salmonella typhi, by bacteriology",pn33,Calculated: Salmonella typhii,
http://purl.obolibrary.org/obo/EUPATH_0015295,"Salmonella non-typhi, by bacteriology",pn34,Calculated: Salmonella non-typhii,
http://purl.obolibrary.org/obo/EUPATH_0011000,"Cryptosporidium, by ELISA",pn35,Calculated: Cryptosporidium,
http://purl.obolibrary.org/obo/EUPATH_0011003,"Giardia, by ELISA",pn36,Calculated: Giardia,
http://purl.obolibrary.org/obo/EUPATH_0010695,"Entamoeba histolytica, by ELISA",pn37,Calculated: Entamoeba histolytica,
http://purl.obolibrary.org/obo/EUPATH_0010998,"Campylobacter, by bacteriology",pn38,"Calculated: Campylobacter, any",
http://purl.obolibrary.org/obo/EUPATH_0015316,"Campylobacter jejuni, by bacteriology",pn39,Calculated: Campylobacter jejuni,
http://purl.obolibrary.org/obo/EUPATH_0010813,"ETEC ST-pos LT-neg, by PCR",pn4,Calculated ETEC ST Only,
http://purl.obolibrary.org/obo/EUPATH_0015315,"Campylobacter coli, by bacteriology",pn40,Calculated: Campylobacter coli,
http://purl.obolibrary.org/obo/EUPATH_0015329,"Astrovirus, by RT-PCR",pn41,Cacluated: Astrovirus,
http://purl.obolibrary.org/obo/EUPATH_0015296,"Sapovirus, by RT-PCR",pn42,Cacluated: Sapovirus,
http://purl.obolibrary.org/obo/EUPATH_0010746,"ETEC LT-pos ST-neg, by PCR",pn5,Calculated: ETEC LT Only,
http://purl.obolibrary.org/obo/EUPATH_0010655,"EAEC aatA-pos or aaiC-pos, by PCR",pn6,Calculated: EAEC,
http://purl.obolibrary.org/obo/EUPATH_0015283,"EAEC aatA-pos aaiC-neg, by PCR",pn7,Calculated: EAEC AATA Only,
http://purl.obolibrary.org/obo/EUPATH_0015284,"EAEC aaiC-pos aatA-neg, by PCR",pn8,Calculated: EAEC AAIC Only,
http://purl.obolibrary.org/obo/EUPATH_0010595,"EAEC aatA-pos and aaiC-pos, by PCR",pn9,Calculated: EAEC AATA and AAIC,
http://purl.obolibrary.org/obo/OBI_0001627,Country,SITE,Country,Categorical
http://purl.obolibrary.org/obo/EUPATH_0033155,Case-control sub-classification,Study,Enrolled in MSD Study or LSD Study,
http://purl.obolibrary.org/obo/EUPATH_0010375,Case or control participant,Type,Identify Observation as a Case or Control,Case
http://purl.obolibrary.org/obo/EUPATH_0000014,"Household wealth index, numerical",Wealth_Index,"Household wealth index, numerical",
http://purl.obolibrary.org/obo/EUPATH_0000143,"Household wealth index, categorical",wiq,Categorical Rank for wealth index,
